What is the primary use of a touchpad (trackpad) in portable computers?,It serves as a built-in replacement for an external mouse to control the cursor.
Term: Emissive Display,"Definition: A display where each pixel emits its own light, offering self-illumination."
What are the two sub-categories of Flat-Panel Displays?,Emissive Displays and Non-Emissive Displays.
Name two examples of output devices designed for audio playback.,Speakers and headphones.
The process of a keyboard controller sending a signal to the system software is known as an _____ request.,Interrupt
What does the acronym MICR stand for?,Magnetic Ink Character Recognition
Which unit is responsible for the permanent storage of data outside the immediate CPU memory?,The Storage unit (Permanent).
Which input device is used to read data from product packaging in retail?,A barcode reader or QR code reader.
Term: Haptic Device,Definition: An output device that provides tactile feedback or physical sensations to the user.
What is the function of a graphic tablet?,It allows users to hand-draw images and graphics into a computer using a stylus.
Identify two primary examples of hard output devices.,Printers and plotters.
Name an application field where plotters are essential.,Architectural planning or CAD (Computer-Aided Design).
Where does the system software pass the scan code after reading it from the buffer?,To the Central Processing Unit (CPU).
Identify two common keyboard layouts mentioned in the material.,QWERTY and AZERTY.
"In a block diagram, what does the arrow from the Input Unit to the CPU represent?",The flow of data from the user/environment into the processing system.
What are the two main types of monitor technologies mentioned?,Cathode-Ray Tube (CRT) and Flat-Panel Display.
Give an example of an input device used for communication through video conferencing.,A webcam or microphone.
How does an active stylus differ from a passive stylus?,Active styluses use sensors to detect pressure and tilt for more precise input.
What does the acronym LED stand for?,Light Emitting Diode
What does the acronym LCD stand for?,Liquid Crystal Display
Give an example of an output device used for communication via data transmission.,A fax machine or a modem.
Which output device is used specifically to produce hard copies of digital documents?,The printer.
Which computer system included the very first computer monitor?,The Xerox Alto computer system.
What characterizes a touchscreen as an input method?,It allows direct interaction with digital content through finger or stylus gestures.
Why can emissive displays achieve high contrast ratios and 'true blacks'?,They possess pixel-level light control.
Why is the first computer monitor (1973) historically significant?,It marked the transition from text-only systems to visual computer interfaces.
Define the primary function of a computer mouse.,A pointing device used to control cursor movement and interact with screen objects.
What is the specific function of a computer printer?,Transferring text and graphic output from a computer onto paper.
How do projectors function as output devices?,They display visual information on large screens or walls for larger audiences.
What is the role of the keyboard controller during a key press?,It sends a specific scan code for the pressed key to the keyboard buffer.
Why is MICR widely used in the banking industry?,It is a secure method that is difficult to tamper with for processing financial transactions.
