Concept: Micro Computer,"Definition: Smallest computer size, designed for personal use, built around a single microprocessor. Examples: Laptops, smartphones."
What is the requirement for case labels within a switch statement regarding their data type?,"They must be constants or constant expressions, such as integers or characters."
How many members of a union can be active or handled at the exact same time?,Only one.
What is the difference between PROM and EPROM?,"PROM can be written once by the user, while EPROM can be erased (using UV light) and rewritten."
What is the critical requirement for every recursive function to prevent an infinite loop?,A clear exit condition.
Concept: Structure,Definition: A user-defined data type that packs together heterogeneous (different types) data items under a common name.
"What happens to the existing content of a file if it is opened in ""w"" (write) mode?",The previous contents are completely deleted and overwritten.
Term: Pointer,Definition: A specific type of variable that contains the memory address of another variable.
What is the main purpose of using functions in a large C program?,"To break complex programs into smaller, manageable, and reusable units."
What happens to the data in volatile memory (like RAM) if power failure occurs?,The data is lost.
The rule applied when two operators of the same precedence level appear in an expression is called _____.,associativity
What are the six major functions of an Operating System?,"Process, Memory, Device, File, Security, and User Interface management."
Term: Algorithm,Definition: A step-by-step logical procedure written in English-like language for solving a specific problem.
What is the primary difference in memory allocation between a structure and a union?,"Structures allocate space for all members combined, while unions allocate only enough space for the largest member."
"In 'Call by Reference', what is passed to the function instead of actual data values?",The memory addresses of the variables.
An _____ translates and executes code line-by-line during runtime.,interpreter
Which operator is used to access the members of a structure variable?,The dot operator ($.$).
A _____ translates the entire source code at once into an executable file before execution.,compiler
Term: ROM (Read-Only Memory),Definition: Non-volatile memory used to permanently store boot instructions; it generally cannot be modified by the user.
Which formatted I/O function is used to accept values from the keyboard and store them into variables?,scanf()
What specific error typically occurs if a recursive function fails to reach an exit condition?,Out of stack space error.
"In C, what is the starting index number for any array?",0
Term: strrev(string),Definition: A function that reverses the characters within a given string.
"In a switch statement, the _____ case is executed if the expression matches none of the provided case labels.",default
Which component replaced vacuum tubes in Second Generation computers?,Transistors.
Which string function is used to join or concatenate two strings together?,strcat()
Which type of ROM can be erased and reprogrammed using electrical signals?,EEPROM (Electrically Erasable Programmable ROM).
"When using `scanf()` to read a string, what special rule applies to the variable name?",The variable must not be preceded by an ampersand ($\&$).
A _____ computer combines the properties of both analog and digital systems.,hybrid
What input technology is used by banks to process and sort checks based on magnetic ink?,MICR (Magnetic Ink Character Reader).
How is the total memory size of a structure variable calculated?,It is the sum of the bytes required by all of its individual members combined.
What value does `strcmp()` return if two strings are exactly equal?,0
Which type of RAM must be continuously refreshed to retain information due to its capacitor-based design?,DRAM (Dynamic RAM).
Can individual structure members be initialized directly inside the structure template definition?,"No, initialization must occur when declaring actual structure variables."
Concept: Array,Definition: A finite collection of homogeneous data items that share a common name and occupy contiguous memory.
The use of many CPUs working in parallel to solve complex problems is known as _____.,Parallel Processing (or Multiprocessing)
"Within the CPU, which unit handles all mathematical operations and logical functions?",Arithmetic and Logical Unit (ALU).
