How does the 'Reservation' access method function?,Stations reserve a time slot in a reservation frame before transmitting data in that interval.
Describe the relationship between stations in the 'Polling' access method.,There is a primary (master) station that controls the link and secondary stations that follow its instructions.
How does 'Token Passing' regulate media access?,A special frame called a token circulates; only the station holding the token is permitted to transmit.
What is the primary functional difference between a Hub and a Switch?,"A hub forwards data to all ports, while a switch 'filters and forwards' data only to the intended destination port."
Term: VLAN (Virtual Local Area Network),"Definition: A logical grouping of devices that allows them to communicate as if they were on the same LAN, regardless of physical location."
What is the main benefit of using VLANs to reduce broadcast domain size?,It reduces network congestion by limiting the scope of broadcast traffic.
Differentiate between a 'Static VLAN' and a 'Dynamic VLAN'.,"Static VLANs are port-based (assigned by admin), while Dynamic VLANs assign membership based on device characteristics."
What are the two types of Bluetooth networks?,Piconet and Scatternet.
What is the maximum number of stations in a single Bluetooth Piconet?,Eight (one primary and seven secondaries).
What is the IEEE standard for Bluetooth?,IEEE 802.15
What encoding technique is used by Traditional Ethernet?,Manchester Encoding.
What is the data rate of Fast Ethernet?,100 Mbps
What is the data rate of Gigabit Ethernet?,1 Gbps (1000 Mbps)
What is 'Virtual Circuit Switching'?,A connection-oriented packet-switching method that establishes a dedicated logical path for a session.
How does Virtual Circuit Switching differ from Datagram routing?,"In Virtual Circuits, all packets follow the same pre-established path, ensuring ordered delivery."
What is Frame Relay?,A high-performance WAN technology that uses packet switching and virtual circuits for data transfer.
"In Frame Relay, what is the role of the DTE (Data Terminal Equipment)?","It is the customer-side device (e.g., a router) that generates and consumes data."
"In Frame Relay, what is the role of the DCE (Data Circuit-terminating Equipment)?",It is the service provider's equipment that provides timing and connectivity (the network cloud).
What is the fixed size of an Asynchronous Transfer Mode (ATM) cell?,53 bytes.
Name one advantage of using ATM for messaging and data.,"It enables high-speed transmission of various data types, including voice, at constant rates."
