What is the standard unit of communication used in DNS called?,1. Known as a DNS message. 2. Consists of query and response types. 3. Includes header and data sections in a defined format.
What are the characteristics of a DNS 'Query Message'?,1. Sent from client to server. 2. Requests information like domain IP addresses. 3. Contains a header and a question section.
What distinguishes a DNS 'Update Message' from standard queries?,1. Used to modify DNS records dynamically. 2. Part of dynamic DNS (DDNS) extensions. 3. Typically used by systems rather than normal users.
Define the Hypertext Transfer Protocol (HTTP).,1. Foundation of data transfer on the Web. 2. Enables communication between browsers and servers. 3. Application protocol running on top of TCP/IP.
What does it mean for HTTP to be a 'stateless' protocol?,1. Each request is treated as independent. 2. Server does not retain info from previous interactions. 3. Requires other mechanisms for tracking user sessions.
List four common HTTP request methods used for resource actions.,1. GET for retrieving resources. 2. POST for submitting data. 3. PUT for updating and DELETE for removing.
Describe the components of an HTTP response from a server.,"1. Includes a status code (e.g., 200 or 404). 2. Contains headers like content type. 3. Includes a message body with resource data."
What is the 'World Wide Web' (WWW) in relation to the Internet?,"1. A subset of the Internet, not the same thing. 2. A collection of documents linked by hypertext. 3. Accessed via browsers using the HTTP protocol."
Who is credited with inventing the World Wide Web at CERN?,1. Tim Berners-Lee. 2. Invented between 1989 and 1990. 3. Established a common language for sharing information.
What is the primary function of the File Transfer Protocol (FTP)?,1. Standard protocol for transmitting files over TCP/IP. 2. Provides access to directories on remote computers. 3. Uses Ports 20 and 21.
Explain the dual-channel nature of FTP sessions.,1. Command channel for controlling conversations (Port 21). 2. Data channel for transmitting file content (Port 20). 3. Channels operate independently during a session.
Compare FTP 'Active Mode' and 'Passive Mode'.,1. Active: Server initiates the data connection. 2. Passive: Client initiates the data connection. 3. Passive mode is preferred for traversing firewalls and NAT.
How does HTTP data encoding differ from FTP data encoding?,1. HTTP uses MIME format (complex/larger). 2. FTP uses binary sets (simpler/faster). 3. FTP encoding is optimised for speed and volume.
Contrast file handling in HTTP vs. FTP transfers.,1. HTTP: Files may disappear when the browser closes. 2. FTP: Files are automatically copied to the hard drive. 3. FTP is a two-way system (upload and download).
What is 'Encapsulation' in the context of the Application Layer?,1. Process of packaging data with application headers. 2. Executed on the sender's side. 3. Prepares data for delivery by lower layers.
Into what three broad categories can audio and video services be divided?,1. Streaming stored audio/video (on-demand). 2. Streaming live audio/video (broadcast). 3. Interactive audio/video (telephony).
State the Nyquist theorem for digitising analog signals.,1. Necessary sampling rate is $f_s \ge 2f_{max}$. 2. Signal must be sampled twice the highest frequency. 3. Prevents loss of data during digitization.
How is the bit rate calculated for digitised audio?,1. Formula: $Sampling\ rate \times Bits\ per\ sample \times Channels$. 2. Voice (Telephone) quality is typically $64\ kbps$. 3. CD quality stereo is roughly $1.411\ Mbps$.
What is Pulse Code Modulation (PCM) used for?,1. Standard method for digitising analog sound. 2. Sample rate determines frequency range. 3. Sample size (bits) affects quantization noise levels.
Describe the basic structure of a digital video signal.,"1. Consists of a sequence of frames. 2. Frames are divided into grids called pixels. 3. Pixel bit-depth determines colour/gray levels (e.g., 24-bit colour)."
Why is video compression necessary for internet transmission?,"1. Raw data rates can reach $944\ Mbps$. 2. Standard resolution requires very high bandwidth (e.g., SONET). 3. Compression allows transmission over lower-rate technologies."
Define 'Lossless' audio compression.,1. Reduces size without losing any information. 2. Identical reconstruction to original signal. 3. Used in professional archiving and production.
Explain the principle behind 'Lossy' audio compression.,1. Removes permanently less audible information. 2. Relies on psychoacoustic principles (masking). 3. Achieves high compression ratios for streaming.
What is 'Run-Length Encoding' (RLE) in compression?,1. Replaces repeated samples with shorter representations. 2. Effective for data with repetitive patterns. 3. A type of lossless compression technique.
How does 'Predictive Coding' reduce file size?,1. Predicts the next sample based on previous ones. 2. Stores only the difference (residual). 3. Efficient because audio signals change gradually.
What is the key mechanism of 'Perceptual Coding' in lossy compression?,1. Uses models of human hearing. 2. Removes inaudible frequencies. 3. Foundation for formats like MP3 and AAC.
Describe 'Transform Coding' as used in audio codecs.,1. Converts audio from time to frequency domain. 2. Uses transforms like MDCT. 3. Quantizes coefficients to concentrate energy.
Define 'Streaming' in a networking context.,1. Continuous transmission of data from server to client. 2. Content is broken down into data packets. 3. Player interprets packets as media while downloading.
List the major steps in the 'Live Streaming' working method.,1. Content capture and encoding/compression. 2. Segmentation into smaller segments. 3. Distribution via Content Delivery Networks (CDNs).
Why are Content Delivery Networks (CDNs) vital for live streaming?,1. Situated at the edge of the network. 2. Reduce latency for millions of viewers. 3. Cache and distribute content on behalf of origin servers.
What is 'Voice over IP' (VoIP)?,1. Technology enabling voice calls over the Internet. 2. Converts voice signals into digital data packets. 3. Bypasses the public switched telephone network (PSTN).
Explain the role of the Session Initiation Protocol (SIP) in VoIP.,1. Open standard for managing connections. 2. Allows different desk phones and apps to work together. 3. Essential for call establishment and teardown.
List three business advantages of adopting VoIP technology.,1. Lower pricing and reduced maintenance costs. 2. High-quality HD sound via internet connectivity. 3. Remote-friendly deployment with advanced features.
What is the function of 'Directory Services' in the Application Layer?,1. Provides access to global information. 2. Manages data about various network services. 3. Allows users to locate resources across the network.
How does 'Sub-band Coding' achieve audio compression?,1. Divides audio into frequency bands. 2. Compresses each band separately. 3. Allows for efficient bit allocation based on frequency.
What is 'Quantization' in the context of lossy compression?,1. Reduces the precision of audio samples. 2. Decreases overall data size. 3. Can cause distortion if levels are excessive.
