What does the acronym 'DMA' stand for?,Direct Memory Access
What is the defining characteristic of DMA data transfer?,Data is transferred directly between memory and an I/O device without CPU intervention.
In what scenario is DMA particularly beneficial for system performance?,"During large data transfers, such as disk operations."
How does a microcomputer system benefit from reducing the CPU workload via DMA?,It allows the CPU to perform other processing tasks while data transfer occurs independently.
Which I/O method requires the CPU to handle every single byte of data transferred?,Traditional I/O (Programmed I/O or Interrupt-driven I/O).
Which component converts user actions into signals that a microcomputer can process?,Input Devices
What are 'Ports and Connectors' in the context of an I/O interface?,"Physical interfaces such as USB, HDMI, or Ethernet."
"What is an 'Internal Interrupt' often called, and when is it generated?",An Exception; it is generated by the CPU when an error (like division by zero) occurs.
"Identify the addressing mode for: MOV AX, $[1000H]$.",Direct Addressing Mode
"Identify the addressing mode for: MOV AX, $[BX+SI+05H]$.",Base-Indexed with Displacement Addressing Mode
