How is specific data retrieved from the Memory Unit?,By specifying its unique memory address.
What is the primary role of an Input Unit?,"To accept data and instructions from external sources, such as a keyboard or mouse."
What is the primary role of an Output Unit?,To display or output processed data to devices like monitors or printers.
How do I/O units communicate with the CPU?,Via data buses and control signals.
"Summary: In a simple computer, which component manages data flow while the ALU performs calculations?",The Control Unit (CU).
"Concept: $R3 \leftarrow R1, R4 \leftarrow R2$",Definition: A Multiple Register Transfer where both transfers occur simultaneously.
Concept: Instruction Opcode,Definition: The part of a machine instruction that tells the CPU what action to execute. Example: 0001 for ADD.
Concept: $P: R1 \leftarrow R2$,Definition: A Conditional Control Statement where $R1 \leftarrow R2$ executes only if control condition $P$ is true.
The binary point's position in fixed-point data is _____ and does not change during operations.,fixed
"A macro-operation like ADD R1, R2 is made up of several _____.",micro-operations
Which register is specifically designed to hold the address of the next instruction?,Program Counter (PC)
Which component of the CPU is responsible for generating the control signals that coordinate micro-operations?,The Control Unit (CU).
Bitwise operations like AND and OR belong to which category of micro-operations?,Logic micro-operations.
Arithmetic operations like increment and decrement are examples of _____ micro-operations.,arithmetic
"In RTL, the symbolic expression for transferring the content of $R1$ to $R2$ is _____.",$R2 \leftarrow R1$
Which part of the CPU is considered the 'brain' that performs mathematical calculations?,The Arithmetic Logic Unit (ALU).
